movie_id,title,movie_rating,run_time,meta_score,imdb_rating,director,writer,actor,genre_name,Year,Predictions_BoxOffice,label_boxoffice
4795,Must Love Dogs,PG-13,98.0,0.0,5.9,Gary David Goldberg,Claire Cook,Diane Lane,Comedy,2005,1,5
4802,Roll Bounce,PG-13,112.0,0.0,6.2,Malcolm D. Lee,Norman Vance Jr.,Shad Moss,Comedy,2005,1,1
4805,Supercross,PG-13,80.0,0.0,4.3,Steve Boyum,Ken Solarz,Steve Howey,Action,2005,1,1
4806,Oliver Twist,PG-13,130.0,0.0,6.8,Roman Polanski,Charles Dickens,Barney Clark,Crime,2005,1,1
4811,Last Days,R,97.0,0.0,5.8,Gus Van Sant,Gus Van Sant,Michael Pitt,Drama,2005,1,1
4816,Angel-A,R,91.0,0.0,7.1,Luc Besson,Luc Besson,Rie Rasmussen,Comedy,2005,1,6
4821,Me and You and Everyone We Know,R,91.0,0.0,7.3,Miranda July,Miranda July,John Hawkes,Comedy,2005,1,5
4832,Dominion,R,117.0,0.0,5.2,Paul Schrader,William Wisher,Stellan Skarsgård,Drama,2005,1,1
4833,Battle in Heaven,Unrated,98.0,0.0,5.6,Carlos Reygadas,Carlos Reygadas,Marcos Hernández,Crime,2005,1,1
4834,Little Manhattan,PG,90.0,0.0,7.5,Mark Levin,Jennifer Flackett,Josh Hutcherson,Comedy,2006,1,1
4835,Dreamer,PG,106.0,0.0,6.8,John Gatins,John Gatins,Kurt Russell,Drama,2005,1,1
4837,Factotum,R,94.0,0.0,6.6,Bent Hamer,Charles Bukowski,Matt Dillon,Comedy,2005,1,1
4839,Joyeux Noel,PG-13,116.0,0.0,7.7,Christian Carion,Christian Carion,Diane Kruger,Drama,2005,1,1
4840,Dirty Love,R,91.0,0.0,3.6,John Asher,Jenny McCarthy,Jenny McCarthy,Comedy,2006,1,1
4841,Everything Is Illuminated,PG-13,106.0,0.0,7.4,Liev Schreiber,Jonathan Safran Foer,Elijah Wood,Comedy,2005,1,1
4844,The Departed,R,151.0,0.0,8.5,Martin Scorsese,William Monahan,Leonardo DiCaprio,Crime,2006,1,1
4845,The Fast and the Furious: Tokyo Drift,PG-13,104.0,0.0,6.0,Justin Lin,Chris Morgan,Lucas Black,Action,2006,1,1
4849,300,R,117.0,0.0,7.6,Zack Snyder,Zack Snyder,Gerard Butler,Action,2007,1,1
4858,Children of Men,R,109.0,0.0,7.9,Alfonso Cuarón,Alfonso Cuarón,Julianne Moore,Adventure,2007,1,5
4861,Little Miss Sunshine,R,101.0,0.0,7.8,Jonathan Dayton,Michael Arndt,Steve Carell,Comedy,2006,1,1
4863,Blood Diamond,R,143.0,0.0,8.0,Edward Zwick,Charles Leavitt,Leonardo DiCaprio,Adventure,2006,1,1
4865,Night at the Museum,PG,108.0,0.0,6.4,Shawn Levy,Robert Ben Garant,Ben Stiller,Adventure,2006,1,5
4870,Accepted,PG-13,93.0,0.0,6.4,Steve Pink,Adam Cooper,Justin Long,Comedy,2006,1,1
4877,X-Men: the Last Stand,PG-13,104.0,0.0,6.7,Brett Ratner,Simon Kinberg,Patrick Stewart,Action,2006,1,1
4882,Basic Instinct 2,R,114.0,0.0,4.3,Michael Caton-Jones,Joe Eszterhas,Sharon Stone,Drama,2006,1,1
4889,Deja Vu,PG-13,126.0,0.0,7.0,Tony Scott,Bill Marsilii,Denzel Washington,Action,2006,1,1
4895,Step Up,PG-13,104.0,0.0,6.5,Anne Fletcher,Duane Adler,Channing Tatum,Crime,2006,1,1
4896,The Host,R,120.0,0.0,7.1,Bong Joon Ho,Bong Joon Ho,Kang-ho Song,Action,2007,1,6
4898,Snakes on a Plane,R,105.0,0.0,5.4,David R. Ellis,John Heffernan,Samuel L. Jackson,Action,2006,1,5
4905,Alpha Dog,R,122.0,0.0,6.9,Nick Cassavetes,Nick Cassavetes,Emile Hirsch,Biography,2007,1,1
4912,Eragon,PG,104.0,0.0,5.1,Stefen Fangmeier,Peter Buchman,Ed Speleers,Action,2006,1,1
4913,Dreamgirls,PG-13,130.0,0.0,6.5,Bill Condon,Tom Eyen,Beyoncé,Drama,2006,1,1
4919,Happy Feet,PG,108.0,0.0,6.4,George Miller,George Miller,Elijah Wood,Animation,2006,1,1
4922,Paprika,R,90.0,0.0,7.7,Satoshi Kon,Yasutaka Tsutsui,Megumi Hayashibara,Animation,2007,1,6
4923,Monster House,PG,91.0,0.0,6.6,Gil Kenan,Dan Harmon,Mitchel Musso,Animation,2006,1,1
4924,Scoop,PG-13,96.0,0.0,6.6,Woody Allen,Woody Allen,Scarlett Johansson,Comedy,2006,1,1
4932,Rescue Dawn,PG-13,120.0,0.0,7.3,Werner Herzog,Werner Herzog,Christian Bale,Action,2007,1,5
4934,A Scanner Darkly,R,100.0,0.0,7.1,Richard Linklater,Philip K. Dick,Keanu Reeves,Animation,2006,1,5
4938,The Break-Up,PG-13,106.0,0.0,5.8,Peyton Reed,Jeremy Garelick,Jennifer Aniston,Comedy,2006,1,1
4941,The Pink Panther,PG,93.0,0.0,5.7,Shawn Levy,Len Blum,Steve Martin,Adventure,2006,1,1
4947,Clerks II,R,97.0,0.0,7.3,Kevin Smith,Kevin Smith,Brian O'Halloran,Comedy,2006,1,1
4951,The Lake House,PG,99.0,0.0,6.8,Alejandro Agresti,David Auburn,Keanu Reeves,Drama,2006,1,1
4953,Open Season,PG,86.0,0.0,6.1,Roger Allers,Steve Bencich,Ashton Kutcher,Animation,2006,1,1
4956,The Omen,R,110.0,0.0,5.5,John Moore,David Seltzer,Liev Schreiber,Action,2006,1,1
4957,The Wind that Shakes the Barley,Not Rated,127.0,0.0,7.5,Ken Loach,Paul Laverty,Cillian Murphy,Drama,2007,1,1
4960,Beerfest,R,110.0,0.0,6.3,Jay Chandrasekhar,Jay Chandrasekhar,Jay Chandrasekhar,Comedy,2006,1,1
4966,Volver,R,121.0,0.0,7.6,Pedro Almodóvar,Pedro Almodóvar,Penélope Cruz,Comedy,2007,1,6
4967,Seraphim Falls,R,115.0,0.0,6.7,David Von Ancken,David Von Ancken,Pierce Brosnan,Action,2007,1,1
4974,Madea's Family Reunion,PG-13,107.0,0.0,5.3,Tyler Perry,Tyler Perry,Tyler Perry,Comedy,2006,1,5
4977,Let's Go to Prison,R,84.0,0.0,6.0,Bob Odenkirk,Robert Ben Garant,Dax Shepard,Comedy,2006,1,1
4984,Arthur and the Invisibles,PG,94.0,0.0,6.0,Luc Besson,Céline Garcia,Freddie Highmore,Animation,2007,1,1
4990,Flyboys,PG-13,140.0,0.0,6.5,Tony Bill,Phil Sears,James Franco,Action,2006,1,1
4996,After the Wedding,R,120.0,0.0,7.7,Susanne Bier,Susanne Bier,Mads Mikkelsen,Drama,2007,1,1
5001,Last Holiday,PG-13,112.0,0.0,6.5,Wayne Wang,Jeffrey Price,Queen Latifah,Comedy,2006,1,1
5002,Friends with Money,R,88.0,0.0,5.8,Nicole Holofcener,Nicole Holofcener,Jennifer Aniston,Comedy,2006,1,1
5009,Behind the Mask: The Rise of Leslie Vernon,R,92.0,0.0,6.7,Scott Glosserman,Scott Glosserman,Nathan Baesel,Comedy,2006,1,5
5010,Bobby,R,117.0,0.0,7.0,Emilio Estevez,Emilio Estevez,Anthony Hopkins,Biography,2006,1,1
5016,Gridiron Gang,PG-13,125.0,0.0,6.9,Phil Joanou,Jeff Maguire,Dwayne Johnson,Biography,2006,1,1
5019,Rang De Basanti,Not Rated,167.0,0.0,8.1,Rakeysh Omprakash Mehra,Renzil D'Silva,Aamir Khan,Comedy,2006,1,1
5023,Big Momma's House 2,PG-13,99.0,0.0,4.8,John Whitesell,Don Rhymer,Martin Lawrence,Comedy,2006,1,1
5026,The Foot Fist Way,R,85.0,0.0,6.3,Jody Hill,Ben Best,Danny McBride,Comedy,2008,1,1
5034,Loving Annabelle,Not Rated,77.0,0.0,6.3,Katherine Brooks,Katherine Brooks,Erin Kelly,Drama,2007,1,0
5035,Kabhi Alvida Naa Kehna,Not Rated,193.0,0.0,6.1,Karan Johar,Karan Johar,Shah Rukh Khan,Drama,2006,1,1
5036,Old Joy,Unrated,76.0,0.0,6.8,Kelly Reichardt,Jonathan Raymond,Daniel London,Drama,2007,1,1
5039,The Sentinel,PG-13,108.0,0.0,6.1,Clark Johnson,George Nolfi,Michael Douglas,Action,2006,1,5
5040,The Breed,R,91.0,0.0,5.1,Nicholas Mastandrea,Robert Conte,Michelle Rodriguez,Action,2007,1,1
5042,Hoot,PG,91.0,0.0,5.5,Wil Shriner,Wil Shriner,Logan Lerman,Adventure,2006,1,5
5045,No Country for Old Men,R,122.0,0.0,8.1,Ethan Coen,Joel Coen,Tommy Lee Jones,Crime,2007,1,1
5058,Spider-Man 3,PG-13,139.0,0.0,6.2,Sam Raimi,Sam Raimi,Tobey Maguire,Action,2007,1,6
5062,I Am Legend,PG-13,101.0,0.0,7.2,Francis Lawrence,Mark Protosevich,Will Smith,Action,2007,1,5
5066,Hitman,R,100.0,0.0,6.3,Xavier Gens,Skip Woods,Timothy Olyphant,Action,2007,1,1
5067,Enchanted,PG,107.0,0.0,7.0,Kevin Lima,Bill Kelly,Amy Adams,Comedy,2007,1,1
5077,The Nanny Diaries,PG-13,105.0,0.0,6.2,Shari Springer Berman,Emma McLaughlin,Scarlett Johansson,Comedy,2007,1,1
5085,Next,PG-13,96.0,0.0,6.2,Lee Tamahori,Gary Goldman,Nicolas Cage,Action,2007,1,5
5086,3:10 to Yuma,R,122.0,0.0,7.7,James Mangold,Halsted Welles,Russell Crowe,Action,2007,1,5
5087,Across the Universe,PG-13,133.0,0.0,7.3,Julie Taymor,Dick Clement,Evan Rachel Wood,Drama,2007,1,1
5095,Bee Movie,PG,91.0,0.0,6.1,Simon J. Smith,Jerry Seinfeld,Jerry Seinfeld,Animation,2007,1,1
5096,The Heartbreak Kid,R,116.0,0.0,5.8,Bobby Farrelly,Scot Armstrong,Ben Stiller,Comedy,2007,1,1
5097,Aliens vs. Predator: Requiem,R,94.0,0.0,4.6,Colin Strause,Shane Salerno,Reiko Aylesworth,Action,2007,1,1
5098,Shrek the Third,PG,93.0,0.0,6.1,Chris Miller,Jeffrey Price,Mike Myers,Animation,2007,1,5
5101,The Assassination of Jesse James by the Coward Robert Ford,R,160.0,0.0,7.5,Andrew Dominik,Andrew Dominik,Brad Pitt,Biography,2007,1,1
5105,The Golden Compass,PG-13,113.0,0.0,6.1,Chris Weitz,Chris Weitz,Nicole Kidman,Adventure,2007,1,1
5106,Rush Hour 3,PG-13,91.0,0.0,6.2,Brett Ratner,Jeff Nathanson,Jackie Chan,Action,2007,1,1
5108,Timecrimes,R,92.0,0.0,7.2,Nacho Vigalondo,Nacho Vigalondo,Karra Elejalde,Horror,2008,1,5
5109,Epic Movie,PG-13,86.0,0.0,2.4,Jason Friedberg,Jason Friedberg,Kal Penn,Adventure,2007,1,6
5110,Meet the Robinsons,G,95.0,0.0,6.8,Stephen J. Anderson,Jon Bernstein,Daniel Hansen,Animation,2007,1,1
5114,Charlie Wilson's War,R,102.0,0.0,7.0,Mike Nichols,Aaron Sorkin,Tom Hanks,Biography,2007,1,1
5119,Alvin and the Chipmunks,PG,92.0,0.0,5.2,Tim Hill,Jon Vitti,Jason Lee,Animation,2007,1,1
5121,Walk Hard: the Dewey Cox Story,R,96.0,0.0,6.8,Jake Kasdan,Judd Apatow,John C. Reilly,Comedy,2007,1,1
5122,National Treasure: Book of Secrets,PG,124.0,0.0,6.5,Jon Turteltaub,Marianne Wibberley,Nicolas Cage,Action,2007,1,1
5125,The Game Plan,PG,110.0,0.0,6.1,Andy Fickman,Nichole Millard,Dwayne Johnson,Comedy,2007,1,1
5132,Wild Hogs,PG-13,100.0,0.0,5.8,Walt Becker,Brad Copeland,Tim Allen,Action,2007,1,1
5135,Like Stars on Earth,PG,165.0,0.0,8.4,Aamir Khan,Amole Gupte,Darsheel Safary,Drama,2007,1,1
5142,Reservation Road,R,102.0,0.0,6.7,Terry George,John Burnham Schwartz,Joaquin Phoenix,Crime,2008,1,1
5146,Shoot 'Em Up,R,86.0,0.0,6.6,Michael Davis,Michael Davis,Clive Owen,Action,2007,1,1
5153,Rogue,R,99.0,0.0,6.2,Greg McLean,Greg McLean,Michael Vartan,Action,2007,1,1
5164,Shelter,R,97.0,0.0,7.7,Jonah Markowitz,Jonah Markowitz,Trevor Wright,Drama,2009,1,1
5166,Sydney White,PG-13,108.0,0.0,6.2,Joe Nussbaum,Chad Gomez Creasey,Amanda Bynes,Comedy,2007,1,1
5178,Savage Grace,Not Rated,97.0,0.0,5.8,Tom Kalin,Howard A. Rodman,Julianne Moore,Drama,2008,1,1
5180,The Water Horse,PG,112.0,0.0,6.4,Jay Russell,Robert Nelson Jacobs,Emily Watson,Adventure,2007,1,1
5182,The Diving Bell and the Butterfly,PG-13,112.0,0.0,8.0,Julian Schnabel,Ronald Harwood,Mathieu Amalric,Biography,2008,1,1
5184,Margot at the Wedding,R,91.0,0.0,6.0,Noah Baumbach,Noah Baumbach,Nicole Kidman,Comedy,2008,1,1
5200,I Know Who Killed Me,R,105.0,0.0,3.6,Chris Sivertson,Jeff Hammond,Lindsay Lohan,Crime,2007,1,6
5201,Mr. Magorium's Wonder Emporium,G,93.0,0.0,6.2,Zach Helm,Zach Helm,Natalie Portman,Comedy,2007,1,5
5202,Rise: Blood Hunter,R,97.0,0.0,4.9,Sebastian Gutierrez,Sebastian Gutierrez,Lucy Liu,Action,2007,1,1
5211,The Invisible,PG-13,102.0,0.0,6.2,David S. Goyer,Mick Davis,Justin Chatwin,Crime,2007,1,1
5213,The Last Legion,PG-13,101.0,0.0,5.4,Doug Lefler,Jez Butterworth,Colin Firth,Action,2007,1,1
5215,Evangelion: 1.0 You Are (Not) Alone,PG-13,98.0,0.0,7.7,Masayuki,Hideaki Anno,Megumi Ogata,Animation,2007,1,1
5216,Mongol: The Rise of Genghis Khan,R,126.0,0.0,7.2,Sergei Bodrov,Arif Aliev,Tadanobu Asano,Action,2008,1,1
5224,Joshua,R,106.0,0.0,5.9,George Ratliff,David Gilbert,Sam Rockwell,Drama,2007,1,5
5226,Rendition,R,122.0,0.0,6.8,Gavin Hood,Kelley Sane,Reese Witherspoon,Drama,2007,1,1
5234,Stomp the Yard,PG-13,115.0,0.0,5.4,Sylvain White,Robert Adetuyi,Columbus Short,Drama,2007,1,5
5249,Tropic Thunder,R,107.0,0.0,7.0,Ben Stiller,Justin Theroux,Ben Stiller,Action,2008,1,1
5250,Step Brothers,R,98.0,0.0,6.9,Adam McKay,Will Ferrell,Will Ferrell,Comedy,2008,1,1
5255,Taken,PG-13,90.0,0.0,7.8,Pierre Morel,Luc Besson,Liam Neeson,Action,2009,1,1
5257,Wanted,R,110.0,0.0,6.7,Timur Bekmambetov,Michael Brandt,Angelina Jolie,Action,2008,1,1
5262,Forgetting Sarah Marshall,R,111.0,0.0,7.1,Nicholas Stoller,Jason Segel,Kristen Bell,Comedy,2008,1,1
5266,Sex and the City,R,145.0,0.0,5.6,Michael Patrick King,Michael Patrick King,Sarah Jessica Parker,Comedy,2008,1,1
5268,The House Bunny,PG-13,97.0,0.0,5.5,Fred Wolf,Karen McCullah,Anna Faris,Comedy,2008,1,5
5270,Gran Torino,R,116.0,0.0,8.1,Clint Eastwood,Nick Schenk,Clint Eastwood,Drama,2009,1,1
5273,The Hurt Locker,R,131.0,0.0,7.5,Kathryn Bigelow,Mark Boal,Jeremy Renner,Drama,2009,1,1
5275,Eden Lake,R,91.0,0.0,6.8,James Watkins,James Watkins,Kelly Reilly,Horror,2008,1,1
5280,Eagle Eye,PG-13,118.0,0.0,6.6,D.J. Caruso,John Glenn,Shia LaBeouf,Action,2008,1,1
5286,Hancock,PG-13,92.0,0.0,6.4,Peter Berg,Vy Vincent Ngo,Will Smith,Action,2008,1,5
5290,Sex Drive,R,109.0,0.0,6.5,Sean Anders,Sean Anders,Josh Zuckerman,Comedy,2008,1,1
5293,Pineapple Express,R,111.0,0.0,6.9,David Gordon Green,Seth Rogen,Seth Rogen,Action,2008,1,1
5296,27 Dresses,PG-13,111.0,0.0,6.1,Anne Fletcher,Aline Brosh McKenna,Katherine Heigl,Comedy,2008,1,1
5298,Role Models,R,99.0,0.0,6.8,David Wain,Timothy Dowling,Paul Rudd,Comedy,2008,1,6
5299,Defiance,R,137.0,0.0,7.2,Edward Zwick,Clayton Frohman,Daniel Craig,Action,2009,1,5
5305,Yes Man,PG-13,104.0,0.0,6.8,Peyton Reed,Nicholas Stoller,Jim Carrey,Comedy,2008,1,1
5312,The Bank Job,R,111.0,0.0,7.2,Roger Donaldson,Dick Clement,Jason Statham,Crime,2008,1,5
5320,Fool's Gold,PG-13,112.0,0.0,5.7,Andy Tennant,John Claflin,Matthew McConaughey,Action,2008,1,1
5322,Nick and Norah's Infinite Playlist,PG-13,90.0,0.0,6.6,Peter Sollett,Lorene Scafaria,Michael Cera,Comedy,2008,1,1
5329,The Spirit,PG-13,103.0,0.0,4.8,Frank Miller,Frank Miller,Gabriel Macht,Action,2008,1,1
5330,Ghost Town,PG-13,102.0,0.0,6.7,David Koepp,David Koepp,Ricky Gervais,Comedy,2008,1,1
5337,Saw V,R,92.0,0.0,5.8,David Hackl,Patrick Melton,Scott Patterson,Crime,2008,1,1
5341,The Women,PG-13,114.0,0.0,5.0,Diane English,Diane English,Meg Ryan,Comedy,2008,1,5
5345,"10,000 BC",PG-13,109.0,0.0,5.1,Roland Emmerich,Roland Emmerich,Camilla Belle,Action,2008,1,1
5347,Drillbit Taylor,PG-13,110.0,0.0,5.7,Steven Brill,Kristofor Brown,Owen Wilson,Action,2008,1,1
5348,Made of Honor,PG-13,101.0,0.0,5.9,Paul Weiland,Adam Sztykiel,Patrick Dempsey,Comedy,2008,1,1
5357,Red Cliff,R,148.0,0.0,7.4,John Woo,John Woo,Tony Chiu-Wai Leung,Action,2009,1,1
5364,Righteous Kill,R,101.0,0.0,6.0,Jon Avnet,Russell Gewirtz,Robert De Niro,Crime,2008,1,5
5366,Meet the Spartans,PG-13,87.0,0.0,2.8,Jason Friedberg,Jason Friedberg,Sean Maguire,Comedy,2008,1,6
5368,Mirrors,R,110.0,0.0,6.1,Alexandre Aja,Alexandre Aja,Kiefer Sutherland,Horror,2008,1,5
5381,The Edge of Love,R,110.0,0.0,6.2,John Maybury,Sharman Macdonald,Keira Knightley,Biography,2008,1,1
5389,Chocolate,R,110.0,0.0,7.0,Prachya Pinkaew,Napalee,JeeJa Yanin,Action,2008,1,1
5390,Killshot,R,95.0,0.0,6.0,John Madden,Hossein Amini,Thomas Jane,Action,2008,1,1
5392,Passengers,PG-13,93.0,0.0,5.9,Rodrigo García,Ronnie Christensen,Anne Hathaway,Romance,2008,1,5
5393,Shutter,PG-13,85.0,0.0,5.2,Masayuki Ochiai,Luke Dawson,Joshua Jackson,Horror,2008,1,1
5395,Ghajini,Not Rated,186.0,0.0,7.3,A.R. Murugadoss,Piyush Mishra,Aamir Khan,Action,2008,1,1
5399,The Informers,R,98.0,0.0,5.0,Gregor Jordan,Bret Easton Ellis,Billy Bob Thornton,Crime,2009,1,1
5410,"New York, I Love You",R,103.0,0.0,6.2,Directors,Hu Hong,Shia LaBeouf,Comedy,2009,1,1
5416,Waltz with Bashir,R,90.0,0.0,8.0,Ari Folman,Ari Folman,Ari Folman,Animation,2008,1,1
5420,The Burning Plain,R,107.0,0.0,6.8,Guillermo Arriaga,Guillermo Arriaga,Charlize Theron,Crime,2009,1,5
5421,Brideshead Revisited,PG-13,133.0,0.0,6.7,Julian Jarrold,Andrew Davies,Matthew Goode,Drama,2008,1,1
5424,Pathology,R,95.0,0.0,6.0,Marc Schölermann,Mark Neveldine,Alyssa Milano,Crime,2008,1,1
5434,Igor,PG,87.0,0.0,6.0,Tony Leondis,Chris McKenna,John Cusack,Animation,2008,1,1
5436,CJ7,PG,88.0,0.0,6.4,Stephen Chow,Stephen Chow,Stephen Chow,Comedy,2008,1,1
5439,"Surfer, Dude",R,85.0,0.0,4.7,S.R. Bindler,S.R. Bindler,Matthew McConaughey,Comedy,2008,1,5
5440,Last Chance Harvey,PG-13,93.0,0.0,6.6,Joel Hopkins,Joel Hopkins,Dustin Hoffman,Drama,2009,1,1
5442,The Family That Preys,PG-13,111.0,0.0,5.8,Tyler Perry,Tyler Perry,Kathy Bates,Drama,2008,1,1
5445,Star Trek,PG-13,127.0,0.0,7.9,J.J. Abrams,Roberto Orci,Chris Pine,Action,2009,1,1
5446,Avatar,PG-13,162.0,0.0,7.8,James Cameron,James Cameron,Sam Worthington,Action,2009,1,1
5447,Jennifer's Body,R,102.0,0.0,5.3,Karyn Kusama,Diablo Cody,Megan Fox,Comedy,2009,1,1
5448,Watchmen,R,162.0,0.0,7.6,Zack Snyder,David Hayter,Jackie Earle Haley,Action,2009,1,1
5456,State of Play,PG-13,127.0,0.0,7.1,Kevin Macdonald,Matthew Michael Carnahan,Russell Crowe,Crime,2009,1,6
5470,Up in the Air,R,109.0,0.0,7.4,Jason Reitman,Walter Kirn,George Clooney,Comedy,2009,1,1
5476,Coraline,PG,100.0,0.0,7.7,Henry Selick,Henry Selick,Dakota Fanning,Animation,2009,1,1
5477,Moon,R,97.0,0.0,7.8,Duncan Jones,Duncan Jones,Sam Rockwell,Drama,2009,1,6
5483,Mr. Nobody,R,141.0,0.0,7.8,Jaco Van Dormael,Jaco Van Dormael,Jared Leto,Drama,2013,1,1
5488,Dogtooth,Not Rated,97.0,0.0,7.2,Yorgos Lanthimos,Efthymis Filippou,Christos Stergioglou,Drama,2009,1,5
5489,Angels & Demons,PG-13,138.0,0.0,6.7,Ron Howard,David Koepp,Tom Hanks,Action,2009,1,1
5493,Pandorum,R,108.0,0.0,6.7,Christian Alvart,Travis Milloy,Dennis Quaid,Action,2009,1,1
5503,Sorority Row,R,101.0,0.0,5.1,Stewart Hendler,Josh Stolberg,Briana Evigan,Horror,2009,1,1
5505,The Imaginarium of Doctor Parnassus,PG-13,123.0,0.0,6.8,Terry Gilliam,Terry Gilliam,Christopher Plummer,Adventure,2010,1,5
5512,A Perfect Getaway,R,98.0,0.0,6.5,David Twohy,David Twohy,Milla Jovovich,Drama,2009,1,1
5513,Invictus,PG-13,134.0,0.0,7.3,Clint Eastwood,Anthony Peckham,Morgan Freeman,Biography,2009,1,1
5514,Mother,R,129.0,0.0,7.8,Bong Joon Ho,Bong Joon Ho,Hye-ja Kim,Crime,2009,1,1
5515,The Ugly Truth,R,96.0,0.0,6.4,Robert Luketic,Nicole Eastman,Katherine Heigl,Comedy,2009,1,1
5519,Extract,R,92.0,0.0,6.1,Mike Judge,Mike Judge,Jason Bateman,Comedy,2009,1,1
5520,The Collector,R,90.0,0.0,6.4,Marcus Dunstan,Patrick Melton,Josh Stewart,Horror,2009,1,1
5521,Ninja Assassin,R,99.0,0.0,6.3,James McTeigue,Matthew Sand,Rain,Action,2009,1,5
5527,Dragonball Evolution,PG,85.0,0.0,2.5,James Wong,Ben Ramsey,Justin Chatwin,Action,2009,1,5
5535,Agora,R,127.0,0.0,7.2,Alejandro Amenábar,Alejandro Amenábar,Rachel Weisz,Adventure,2009,1,1
5536,The Joneses,R,96.0,0.0,6.4,Derrick Borte,Randy T. Dinzler,Demi Moore,Comedy,2010,1,5
5545,Julie & Julia,PG-13,123.0,0.0,7.0,Nora Ephron,Nora Ephron,Amy Adams,Biography,2009,1,1
5549,The Young Victoria,PG,105.0,0.0,7.3,Jean-Marc Vallée,Julian Fellowes,Emily Blunt,Biography,2010,1,1
5551,A Prophet,R,155.0,0.0,7.9,Jacques Audiard,Thomas Bidegain,Tahar Rahim,Crime,2010,1,1
5552,My Sister's Keeper,PG-13,109.0,0.0,7.4,Nick Cassavetes,Jeremy Leven,Cameron Diaz,Drama,2009,1,6
5557,Saw VI,R,90.0,0.0,6.0,Kevin Greutert,Patrick Melton,Tobin Bell,Horror,2009,1,5
5559,Push,PG-13,111.0,0.0,6.1,Paul McGuigan,David Bourla,Camilla Belle,Action,2009,1,1
5564,The Box,PG-13,115.0,0.0,5.6,Richard Kelly,Richard Kelly,Cameron Diaz,Drama,2009,1,1
5567,"I Love You, Beth Cooper",PG-13,102.0,0.0,5.3,Chris Columbus,Larry Doyle,Hayden Panettiere,Comedy,2009,1,1
5569,Thirst,R,134.0,0.0,7.1,Park Chan-Wook,Émile Zola,Kang-ho Song,Drama,2009,1,1
5584,The White Ribbon,R,144.0,0.0,7.8,Michael Haneke,Michael Haneke,Christian Friedel,Drama,2010,1,1
5587,Hannah Montana: The Movie,G,102.0,0.0,4.6,Peter Chelsom,Dan Berendsen,Miley Cyrus,Comedy,2009,1,1
5590,12 Rounds,PG-13,108.0,0.0,5.6,Renny Harlin,Daniel Kunka,John Cena,Action,2009,1,1
5591,Survival of the Dead,R,90.0,0.0,4.9,George A. Romero,George A. Romero,Alan Van Sprang,Comedy,2010,1,1
5596,Astro Boy,PG,94.0,0.0,6.3,David Bowers,Osamu Tezuka,Freddie Highmore,Animation,2009,1,1
5598,My Life in Ruins,PG-13,95.0,0.0,5.9,Donald Petrie,Mike Reiss,Nia Vardalos,Comedy,2009,1,1
5599,G-Force,PG,88.0,0.0,5.1,Hoyt Yeatman,Cormac Wibberley,Will Arnett,Animation,2009,1,1
5602,Love Happens,PG-13,109.0,0.0,5.7,Brandon Camp,Brandon Camp,Jennifer Aniston,Drama,2009,1,1
5603,The Girl Who Kicked the Hornet's Nest,R,147.0,0.0,7.3,Daniel Alfredson,Jonas Frykberg,Michael Nyqvist,Crime,2010,1,1
5607,Harry Brown,R,103.0,0.0,7.2,Daniel Barber,Gary Young,Michael Caine,Action,2010,1,1
5614,Madea Goes to Jail,PG-13,103.0,0.0,4.5,Tyler Perry,Tyler Perry,Tyler Perry,Comedy,2009,1,6
5616,Sin Nombre,R,96.0,0.0,7.6,Cary Joji Fukunaga,Cary Joji Fukunaga,Paulina Gaitan,Adventure,2009,1,5
5621,The Messenger,R,113.0,0.0,7.1,Oren Moverman,Alessandro Camon,Ben Foster,Drama,2009,1,1
5622,Bitch Slap,R,109.0,0.0,4.5,Rick Jacobson,Rick Jacobson,Julia Voth,Action,2009,1,1
5629,The Disappearance of Alice Creed,R,100.0,0.0,6.7,J Blakeson,J Blakeson,Gemma Arterton,Crime,2010,1,6
5632,Cirque du Freak: the Vampire's Assistant,PG-13,109.0,0.0,5.8,Paul Weitz,Paul Weitz,Chris Massoglia,Action,2009,1,1
5633,Aliens in the Attic,PG,86.0,0.0,5.4,John Schultz,Mark Burton,Ashley Tisdale,Adventure,2009,1,5
5635,Daniel and Ana,Not Rated,90.0,0.0,6.1,Michel Franco,Michel Franco,Dario Yazbek Bernal,Drama,2010,1,1
5637,Fighting,PG-13,105.0,0.0,5.6,Dito Montiel,Robert Munic,Channing Tatum,Action,2009,1,1
5646,Shutter Island,R,138.0,0.0,8.2,Martin Scorsese,Laeta Kalogridis,Leonardo DiCaprio,Mystery,2010,1,1
5647,Scott Pilgrim vs. the World,PG-13,112.0,0.0,7.5,Edgar Wright,Michael Bacall,Michael Cera,Action,2010,1,1
5652,The Town,R,125.0,0.0,7.5,Ben Affleck,Peter Craig,Ben Affleck,Crime,2010,1,1
5654,Flipped,PG,90.0,0.0,7.7,Rob Reiner,Rob Reiner,Madeline Carroll,Comedy,2010,1,1
5656,Robin Hood,PG-13,140.0,0.0,6.6,Ridley Scott,Brian Helgeland,Russell Crowe,Action,2010,1,1
5661,I Spit on Your Grave,R,108.0,0.0,6.3,Steven R. Monroe,Adam Rockoff,Sarah Butler,Horror,2011,1,1
5662,The Last Airbender,PG,103.0,0.0,4.0,M. Night Shyamalan,M. Night Shyamalan,Noah Ringer,Action,2010,1,1
5664,The American,R,105.0,0.0,6.3,Anton Corbijn,Rowan Joffe,George Clooney,Crime,2010,1,5
